dis,gene,av.sim
C0002876,SBDS,0.01745
C0002876,TTC37,0.01725
C0002878,SPTB,0.0812
C0002878,PKLR,0.06055
C0002878,SLC4A1,0.0413
C0002878,ANK1,0.0395
C0002878,NFKB1,0.0365
C0002878,G6PD,0.0352
C0002878,RHAG,0.0342
C0002878,RHCE,0.0324142857142857
C0002878,TNFRSF13B,0.0255
C0002878,PIEZO1,0.0239444444444444
C0002878,UGT1A1,0.02225
C0002878,ABCB6,0.02074
C0002878,TNFSF12,0.0207
C0002878,PRKCD,0.0202
C0002878,CR2,0.0189
C0002880,CASP10,0.1242
C0002880,RAG2,0.1172444444444444
C0002880,FAS,0.0934
C0002880,FASLG,0.0593
C0002880,ADA,0.0499
C0002880,PNP,0.0458
C0002880,RAG1,0.0368
C0002880,NRAS,0.0342555555555555
C0002880,ICOS,0.0341222222222222
C0002880,TNFRSF13B,0.0273555555555555
C0002880,ACP5,0.0273333333333333
C0002880,NFKB2,0.0256444444444444
C0002880,CD19,0.0248111111111111
C0002880,CR2,0.0247888888888888
C0002880,FOXE1,0.0237
C0002881,RHAG,0.421
C0002881,SLC4A1,0.29355
C0002881,PPOX,0.1635
C0002881,KCNN4,0.1468
C0002881,STOM,0.1434
C0002881,HMBS,0.0758
C0002881,PKLR,0.0724
C0002881,SPTB,0.053
C0002881,RHCE,0.0523
C0002881,ANK1,0.0497
C0002881,PIEZO1,0.0441
C0002881,SPTA1,0.0422
C0002881,G6PD,0.0403
C0002881,EPB42,0.0398
C0002881,HFE,0.0386
C0002882,GNAQ,0.0905499999999999
C0002882,PKLR,0.0875
C0002882,HARS,0.0737
C0002882,VANGL1,0.0616
C0002882,GPI,0.05735
C0002882,XK,0.0532
C0002882,SNAP25,0.0528
C0002882,FUZ,0.0518
C0002882,VCL,0.047
C0002882,HK1,0.04405
C0002882,IFNG,0.0436
C0002882,UGT1A1,0.0419
C0002882,BPGM,0.0414
C0002882,HBB,0.0369666666666666
C0002882,TREX1,0.0367333333333333
C0002884,SERPIND1,0.299
C0002884,ALB,0.1206
C0002884,TFR2,0.1191
C0002884,CUBN,0.0773
C0002884,CP,0.0619
C0002884,HBB,0.0529
C0002884,PLAT,0.0492
C0002884,SLC40A1,0.0446
C0002884,JAK2,0.041
C0002884,FTH1,0.0354
C0002884,EFNB1,0.0343
C0002884,HAMP,0.0329
C0002884,ALX3,0.0324
C0002884,AIFM1,0.0302
C0002884,FTL,0.0299
C0002886,RPS24,0.1746
C0002886,RPS17,0.1419
C0002886,RPL5,0.1403
C0002886,DBA2,0.11104
C0002886,RPS19,0.1061
C0002886,RPS14,0.0728166666666666
C0002886,RPS26,0.0595
C0002886,RPS28,0.0553
C0002886,RPS7,0.0547
C0002886,RPL11,0.0547
C0002886,RPL26,0.0533
C0002886,RPL15,0.0513
C0002886,RPS10,0.0512
C0002886,RPS29,0.0509
C0002886,GATA1,0.046
C0002888,MMACHC,0.3822
C0002888,GIF,0.1395
C0002888,ABCD4,0.0726
C0002888,MMADHC,0.0721
C0002888,MTHFR,0.0561428571428571
C0002888,MTRR,0.0491
C0002888,MTR,0.0491
C0002888,MTHFD1,0.02605
C0002888,RPS24,0.0234999999999999
C0002888,RPL11,0.0220166666666666
C0002888,RPL5,0.0212833333333333
C0002888,CBS,0.0191
C0002888,HCFC1,0.0137666666666666
C0002888,APP,0.0119999999999999
C0002888,MUT,0.0104428571428571
C0002893,COL7A1,0.0996
C0002893,ATP7A,0.0502
C0002893,CCL5,0.0469
C0002893,MMP1,0.0377
C0002893,MPL,0.0376499999999999
C0002893,SLC40A1,0.0325333333333333
C0002893,NME1,0.032
C0002893,NR3C1,0.0306999999999999
C0002893,DDIT3,0.02965
C0002893,UROS,0.0276
C0002893,MMP9,0.02545
C0002893,HP,0.02525
C0002893,JAK2,0.0246333333333333
C0002893,GFI1B,0.0207
C0002893,TGFB1,0.0201333333333333
C0002895,CAD,0.0524
C0002895,HBA2,0.0486799999999999
C0002895,HBA1,0.03616
C0002895,F7,0.0308
C0002895,ADIPOQ,0.028
C0002895,IL1A,0.0209
C0002895,UMPS,0.0169
C0002895,HAMP,0.0162749999999999
C0002895,HBG2,0.015725
C0002895,MMP3,0.0156
C0002895,LCRB,0.015575
C0002895,TFR2,0.01524
C0002895,DHODH,0.015
C0002895,NOS3,0.01456
C0002895,HBB,0.0145
C0002896,SLC25A38,0.1016
C0002896,GLRX5,0.0849
C0002896,TSFM,0.06734
C0002896,HSPA9,0.0504
C0002896,CISD2,0.0428333333333333
C0002896,HBB,0.0305166666666666
C0002896,FTL,0.02384
C0002896,CP,0.0227833333333333
C0002896,SLC40A1,0.0220999999999999
C0002896,BCS1L,0.02175
C0002896,TFR2,0.02155
C0002896,PRF1,0.0210166666666666
C0002896,FTH1,0.0208166666666666
C0002896,STEAP3,0.0207333333333333
C0002896,HFE,0.0205166666666666
C0002902,AHI1,0.08905
C0002902,B9D1,0.0569
C0002902,TMEM216,0.0473
C0002902,MKS1,0.0419
C0002902,ATRX,0.0317666666666666
C0002902,MTR,0.0312599999999999
C0002902,RPGRIP1L,0.0278
C0002902,KIAA0556,0.0265166666666666
C0002902,KIF14,0.02355
C0002902,SCRIB,0.02288
C0002902,ILK,0.0219499999999999
C0002902,OFC1,0.02188
C0002902,VANGL1,0.0216833333333333
C0002902,HOXD13,0.0214499999999999
C0002902,NPHP1,0.0213333333333333
C0002938,HOXA13,0.2036
C0002938,SOX18,0.096
C0002938,HOXD10,0.0849999999999999
C0002938,HOXD9,0.0754
C0002938,MEIS2,0.07445
C0002938,HARS2,0.0743
C0002938,CYP4F22,0.072
C0002938,ELMO2,0.0719
C0002938,DFNA18,0.0702
C0002938,GLC1C,0.0699
C0002938,COL27A1,0.0698
C0002938,EA3,0.0696
C0002938,EDSS2,0.0692
C0002938,HPCX,0.069
C0002938,MYP3,0.0688
C0002940,MLX,0.1516
C0002940,IL12B,0.131
C0002940,COL7A1,0.11566
C0002940,HLA-B,0.1121
C0002940,DSP,0.0558833333333333
C0002940,KCNQ1,0.0349
C0002940,ADA2,0.0317
C0002940,NOS2,0.0304833333333333
C0002940,HMBS,0.0302166666666666
C0002940,DSG1,0.03
C0002940,LCK,0.0293
C0002940,AGXT,0.0285
C0002940,RYR2,0.02844
C0002940,ATP7A,0.0281
C0002940,JUP,0.0260666666666666
C0002949,COL5A2,0.2477666666666666
C0002949,COL5A1,0.2049
C0002949,COL3A1,0.1717
C0002949,TGFBR2,0.0614
C0002949,TGFB2,0.0569833333333333
C0002949,PLOD1,0.0455
C0002949,RPS6KA3,0.0378499999999999
C0002949,SMAD3,0.0335
C0002949,COL1A2,0.0332166666666666
C0002949,MYLK,0.0315999999999999
C0002949,COL1A1,0.0312
C0002949,FBN1,0.0311
C0002949,ENG,0.02805
C0002949,PYCR1,0.0241
C0002949,EFEMP2,0.0209166666666666
C0002962,APOB,0.3411
C0002962,LDLR,0.308
C0002962,LDLRAP1,0.2927
C0002962,LMNA,0.1815
C0002962,APOE,0.0825222222222222
C0002962,TTPA,0.0809444444444444
C0002962,CYP7A1,0.0694
C0002962,WRN,0.0453333333333333
C0002962,CYP27A1,0.036
C0002962,AGXT,0.0354
C0002962,THPO,0.0351555555555555
C0002962,ESR1,0.0287888888888888
C0002962,ZMPSTE24,0.0287
C0002962,RBBP8,0.0266
C0002962,LIPC,0.0266
C0002965,C3,0.1306333333333333
C0002965,PLAT,0.1055
C0002965,TNNI3,0.08755
C0002965,PLG,0.0822
C0002965,TLR2,0.0594
C0002965,SERPINF2,0.0588
C0002965,F5,0.052
C0002965,IL6,0.0502999999999999
C0002965,CFH,0.0463
C0002965,HLA-DRB1,0.0455
C0002965,ACE,0.0431
C0002965,CFHR3,0.0428
C0002965,EDN1,0.0422666666666666
C0002965,SCN8A,0.0422
C0002965,HLA-DQB1,0.0349
C0002982,DMP1,0.2070599999999999
C0002982,PIK3CA,0.0776
C0002982,ENPP1,0.0679
C0002982,ABCC6,0.0593
C0002982,PTEN,0.056
C0002982,TEK,0.036
C0002982,LRP5,0.0299749999999999
C0002982,F10,0.0292249999999999
C0002982,STAT1,0.0285
C0002982,HGD,0.0277666666666666
C0002982,AKT1,0.027
C0002982,CA2,0.024475
C0002982,TNFSF11,0.02435
C0002982,NEU1,0.0241
C0002982,SOST,0.02326
C0002985,FUCA1,0.0543
C0002985,AKT1,0.0511666666666666
C0002985,AGA,0.0483666666666666
C0002985,GLB1,0.0443
C0002985,FLNA,0.0399
C0002985,NEU1,0.039
C0002985,HEPACAM,0.03165
C0002985,MED12,0.0247
C0002985,NAGLU,0.0226999999999999
C0002985,SGSH,0.0213
C0002985,F2,0.021
C0002985,NAGA,0.0202333333333333
C0002985,PDE4D,0.02
C0002985,MAP3K7,0.0192
C0002985,GUSB,0.0153
C0002986,GALNS,0.2567333333333333
C0002986,CTSA,0.0662666666666666
C0002986,LBR,0.0638
C0002986,FUCA1,0.0572
C0002986,TECPR2,0.0501
C0002986,CBS,0.0481
C0002986,ACVRL1,0.03185
C0002986,NEU1,0.0313
C0002986,GLB1,0.0308
C0002986,PTEN,0.03035
C0002986,ARSB,0.0289
C0002986,AGA,0.0288
C0002986,GUSB,0.0282666666666666
C0002986,RUNX2,0.0278
C0002986,DYM,0.0249333333333333
C0002994,KNG1,0.05942
C0002994,ST14,0.0495
C0002994,HCRT,0.04124
C0002994,ZNF365,0.04074
C0002994,HLA-DRB1,0.0403
C0002994,CXCL8,0.0339
C0002994,HLA-DQA1,0.0321
C0002994,PLAU,0.0312
C0002994,MOG,0.0303
C0002994,CTLA4,0.03015
C0002994,PTPN22,0.02995
C0002994,P2RY11,0.0292499999999999
C0002994,C1S,0.0277599999999999
C0002994,CTSH,0.02668
C0002994,PRTN3,0.0253
C0003028,KIF1A,0.1264
C0003028,SCN9A,0.0946
C0003028,FAM134B,0.0806
C0003028,EDAR,0.0582
C0003028,IKBKAP,0.049125
C0003028,NGF,0.0337125
C0003028,ATL1,0.0322428571428571
C0003028,EIF2AK3,0.0319
C0003028,CCDC88A,0.0319
C0003028,WNK1,0.02908
C0003028,PAX3,0.0261
C0003028,PTPRF,0.0234
C0003028,COL9A1,0.02115
C0003028,DNMT1,0.02
C0003028,CCT5,0.0199
C0003076,PAX6,0.6546
C0003076,BDNF,0.06245
C0003076,PITX2,0.0589
C0003076,TYR,0.02558
C0003076,DEL11P13,0.0238833333333333
C0003076,WT1,0.0233
C0003076,MITF,0.0232333333333333
C0003076,GDF3,0.0209833333333333
C0003076,OCA2,0.0202166666666666
C0003076,GPR143,0.0193666666666666
C0003076,CACNA1F,0.0191666666666666
C0003076,POMT2,0.0174333333333333
C0003076,POMT1,0.0172833333333333
C0003076,LARGE1,0.0171833333333333
C0003076,CYP1B1,0.01705
C0003079,CYP11B2,0.3147
C0003079,GMPPA,0.198
C0003079,CYP11B1,0.1755
C0003079,CTDP1,0.1174
C0003079,GAN,0.1174
C0003079,CYP4V2,0.0914
C0003079,NUP107,0.0826
C0003079,ACADSB,0.0774
C0003079,VSX1,0.0764
C0003079,SLC9A6,0.0655
C0003079,ITGA6,0.0539
C0003079,PCSK1,0.0419
C0003079,HSD3B2,0.0393
C0003079,CYP11A1,0.0338
C0003079,OPHN1,0.031
C0003119,SIX6,0.1731
C0003119,CPS1,0.0538
C0003119,RIPK4,0.0423
C0003119,MAA,0.0351
C0003119,SRCAP,0.0345
C0003119,PAX6,0.0345
C0003119,KCNH1,0.0343
C0003119,OTX2,0.032325
C0003119,TP63,0.0306571428571428
C0003119,AK2,0.0285
C0003119,IRF6,0.0272571428571428
C0003119,TBX3,0.0270833333333333
C0003119,ATM,0.0258
C0003119,GDF3,0.0224499999999999
C0003119,FGFR1,0.0212125
C0003123,ND6,0.1831
C0003123,ND4,0.1416
C0003123,ND5,0.1327
C0003123,ND1,0.0953
C0003123,TRNL1,0.0839
C0003123,COX3,0.0777
C0003123,TRNS1,0.0748
C0003123,TRNQ,0.0731
C0003123,TRNF,0.0723
C0003123,CYTB,0.072
C0003123,ATP6,0.0627399999999999
C0003123,COX1,0.0594
C0003123,ND2,0.0583999999999999
C0003123,TRNK,0.05783
C0003123,TRNS2,0.0575
C0003125,GDNF,0.151
C0003125,RET,0.0969
C0003125,PHOX2B,0.0916
C0003125,PAX6,0.0897
C0003125,WT1,0.0882
C0003125,TPH2,0.0857499999999999
C0003125,ASCL1,0.0803
C0003125,MIR184,0.0755
C0003125,WAGRO,0.0697
C0003125,EDN3,0.0569
C0003125,DRD4,0.0334
C0003125,LEP,0.0334
C0003125,TPH1,0.0286
C0003125,DTNBP1,0.0281
C0003125,DEL11P13,0.0279
C0003126,ANOS1,0.2473
C0003126,FGF17,0.2342
C0003126,NSMF,0.1374
C0003126,TACR3,0.1336
C0003126,FGF8,0.133
C0003126,CHD7,0.1233
C0003126,DUSP6,0.1194
C0003126,HS6ST1,0.1017
C0003126,FGFR1,0.0954
C0003126,GNRHR,0.0823111111111111
C0003126,GNRH1,0.0801333333333333
C0003126,TAC3,0.0786666666666666
C0003126,KISS1,0.0723111111111111
C0003126,SEMA3A,0.07
C0003126,HESX1,0.0592
C0003165,NLRP7,0.19115
C0003165,IL1B,0.1615
C0003165,IL6,0.1222333333333333
C0003165,TNF,0.0941
C0003165,IL1A,0.0647
C0003165,IFNG,0.0600333333333333
C0003165,KHDC3L,0.057
C0003165,CYLD,0.0516
C0003165,IL10,0.0491
C0003165,BCL2,0.0482
C0003165,TLR4,0.0342
C0003165,POSTN,0.0337
C0003165,TXN,0.0331
C0003165,MMP9,0.0330333333333333
C0003165,CSF3,0.0317
C0003460,ACE,0.2606
C0003460,AGT,0.211
C0003460,REN,0.0908
C0003460,AGTR1,0.053
C0003460,PYGM,0.0498
C0003460,AVP,0.0433
C0003460,AIP,0.0413749999999999
C0003460,EDN1,0.0406
C0003460,CYP17A1,0.037625
C0003460,PLAT,0.0342
C0003460,CYP2C9,0.0289999999999999
C0003460,CFD,0.02715
C0003460,DIANPH,0.0207
C0003460,CFH,0.0203
C0003460,CFHR3,0.0195666666666666
C0003466,HOXD13,0.0714
C0003466,FKTN,0.0415
C0003466,FANCB,0.0413
C0003466,MKKS,0.04
C0003466,GLI3,0.0399
C0003466,CR2,0.0381
C0003466,MED12,0.0307
C0003466,WNT3,0.0292
C0003466,DHCR7,0.02899
C0003466,FGFR2,0.0289499999999999
C0003466,PIK3CD,0.028
C0003466,STAT3,0.0265
C0003466,NFKB2,0.0258
C0003466,ICOS,0.0254
C0003466,TP63,0.0247
C0003467,TACR3,0.082
C0003467,GNRH1,0.0773
C0003467,KISS1,0.0647
C0003467,ANOS1,0.0638
C0003467,FGFR1,0.0635
C0003467,SQSTM1,0.0621
C0003467,HS6ST1,0.0555
C0003467,TRNF,0.0549
C0003467,TREM2,0.0499
C0003467,TRNL1,0.0482
C0003467,TRNQ,0.0482
C0003467,GNRHR,0.048
C0003467,TAC3,0.0474
C0003467,ND6,0.047
C0003467,CHMP2B,0.0469
C0003469,CHRNB2,0.1162
C0003469,CRH,0.113
C0003469,CHRNA4,0.07197
C0003469,TBX19,0.052
C0003469,POMC,0.05016
C0003469,PRKAR1A,0.0416999999999999
C0003469,DRD3,0.04122
C0003469,DRD4,0.03976
C0003469,SLC6A3,0.0374
C0003469,CHRNA2,0.03653
C0003469,DRD2,0.0359
C0003469,KCNT1,0.0299666666666666
C0003469,IL1B,0.0287599999999999
C0003469,SLC4A10,0.0271833333333333
C0003469,SLC6A4,0.0262
C0003486,TGFBR2,0.2654
C0003486,TGFB2,0.1409
C0003486,FBN1,0.1402285714285714
C0003486,SMAD3,0.1378
C0003486,TGFBR1,0.1302
C0003486,LOX,0.1017571428571428
C0003486,MFAP5,0.0998428571428571
C0003486,EFEMP2,0.097
C0003486,PRKG1,0.0926285714285714
C0003486,TGFB3,0.0915142857142857
C0003486,MYH11,0.0893
C0003486,FOXE3,0.0840428571428571
C0003486,ACTA2,0.0759
C0003486,MYLK,0.0747
C0003486,COL3A1,0.0309
C0003492,KRAS,0.0646
C0003492,TAPVR1,0.058
C0003492,NRAS,0.0385
C0003492,CITED2,0.0363777777777777
C0003492,GATA6,0.0344
C0003492,RAF1,0.0333111111111111
C0003492,TBX1,0.033
C0003492,GDF1,0.0321
C0003492,CFC1,0.0314
C0003492,KDM6A,0.0313
C0003492,KMT2D,0.0312
C0003492,GATA4,0.0283444444444444
C0003492,GJA5,0.0278
C0003492,RIT1,0.0274888888888888
C0003492,NKX2-5,0.0266
C0003493,FGF23,0.0492
C0003493,SOD2,0.0491
C0003493,TLR9,0.048
C0003493,PVOP1,0.046325
C0003493,CAT,0.0448
C0003493,TNF,0.04222
C0003493,PVOP2,0.0411
C0003493,NOS2,0.0379
C0003493,GSR,0.0347
C0003493,MMP2,0.033
C0003493,MAFB,0.03245
C0003493,GSTP1,0.0309666666666666
C0003493,SPARC,0.0278999999999999
C0003493,FBN1,0.02498
C0003493,TLR4,0.0241666666666666
C0003496,MAFB,0.1536
C0003496,MMP2,0.0553
C0003496,MATN3,0.0547
C0003496,CHRNG,0.0505
C0003496,CP,0.0505
C0003496,MMP13,0.0322
C0003496,GGCX,0.03145
C0003496,NPR2,0.0298499999999999
C0003496,FGFR2,0.02895
C0003496,SPARC,0.02715
C0003496,MMP9,0.0264
C0003496,AGT,0.0225
C0003496,KLF5,0.0209
C0003496,FBLN5,0.0197
C0003496,SOD2,0.0175
C0003499,ELN,0.2449
C0003499,TBL2,0.2078
C0003499,GTF2I,0.2054
C0003499,BAZ1B,0.1878
C0003499,LIMK1,0.1869
C0003499,RFC2,0.1813
C0003499,CLIP2,0.1813
C0003499,GTF2IRD1,0.1584
C0003499,MLXIPL,0.0815333333333333
C0003499,ALDH18A1,0.03744
C0003499,HLA-DPB1,0.03645
C0003499,PTPN22,0.0347666666666666
C0003499,PRTN3,0.0339
C0003499,CTLA4,0.0319333333333333
C0003499,TNFRSF1A,0.0310166666666666
C0003504,MFAP5,0.2396
C0003504,TGFB2,0.2083
C0003504,TGFBR2,0.1967
C0003504,FBN1,0.1654
C0003504,SMAD3,0.1594
C0003504,TGFBR1,0.1571
C0003504,FOXE3,0.1369
C0003504,TGFB3,0.1326
C0003504,MYH11,0.1208
C0003504,MYLK,0.1119
C0003504,LOX,0.102
C0003504,ACTA2,0.0996
C0003504,PRKG1,0.0938
C0003504,EFEMP2,0.0363111111111111
C0003504,COL5A1,0.0243555555555555
C0003507,CHST3,0.0749
C0003507,FBN1,0.0672
C0003507,ADAMTSL2,0.0491
C0003507,LTBP3,0.0371777777777777
C0003507,FLNA,0.0346099999999999
C0003507,ADAMTS10,0.0322999999999999
C0003507,DLL4,0.0251333333333333
C0003507,B3GAT3,0.0249
C0003507,ABCC6,0.0244714285714285
C0003507,TGFB1,0.02165
C0003507,SMAD2,0.0189
C0003507,ELN,0.01787
C0003507,FBN2,0.01754
C0003507,LZTR1,0.0173
C0003507,GALNS,0.0169777777777777
C0003537,CACNA1A,0.0511666666666666
C0003537,ECT,0.0465
C0003537,PSMB8,0.0457
C0003537,COL4A1,0.03588
C0003537,ATP1A3,0.03542
C0003537,POMGNT1,0.0235499999999999
C0003537,ITGB3,0.02094
C0003537,MAPT,0.01665
C0003537,TREM2,0.0158666666666666
C0003537,SERPIND1,0.0149
C0003537,TGFB1,0.014775
C0003537,SLC1A3,0.01468
C0003537,MYO5A,0.0142666666666666
C0003537,ATXN3,0.0140666666666666
C0003537,C9orf72,0.0133
C0003564,SDHD,0.6625
C0003564,SDHB,0.5586333333333333
C0003564,SDHC,0.2059
C0003564,SDHA,0.1114666666666666
C0003564,SDHAF1,0.071
C0003564,SDHAF2,0.0398
C0003564,PIK3CA,0.0320333333333333
C0003564,KIF1B,0.032
C0003564,VHL,0.0317333333333333
C0003564,PTEN,0.0258999999999999
C0003564,SEC23B,0.0249666666666666
C0003564,AKT1,0.0239
C0003564,PMP22,0.02305
C0003564,BAP1,0.02235
C0003564,MYCN,0.0214
C0003578,GLRB,0.0435777777777777
C0003578,KIAA0586,0.0408
C0003578,ARCODS,0.0324
C0003578,DIP,0.0318375
C0003578,TMEM216,0.0303
C0003578,MYH8,0.0286
C0003578,SLC6A5,0.0274
C0003578,ZNF423,0.0272
C0003578,HEXA,0.0264333333333333
C0003578,GM2A,0.0257666666666666
C0003578,ASNS,0.0247222222222222
C0003578,RPGRIP1L,0.0239
C0003578,MKS1,0.0232
C0003578,ARHGEF9,0.0220444444444444
C0003578,GATM,0.0219
C0003615,MEFV,0.1759
C0003615,TSC2,0.1591
C0003615,TNF,0.1036499999999999
C0003615,TSC1,0.0908
C0003615,MPO,0.0643
C0003615,IFNA2,0.0632
C0003615,SIRT2,0.0621
C0003615,TLR5,0.0612
C0003615,TPSAB1,0.0609
C0003615,TLR4,0.0578
C0003615,CCR1,0.0575
C0003615,HLA-B,0.0573
C0003615,KLRC4,0.0573
C0003615,IFNG,0.0532
C0003615,IL12A,0.0512
C0003635,TREM2,0.2876
C0003635,PSEN1,0.2578
C0003635,GRN,0.2222
C0003635,CHMP2B,0.1654
C0003635,MAPT,0.165
C0003635,SQSTM1,0.1148555555555555
C0003635,VCP,0.1066
C0003635,CD247,0.0744
C0003635,IL2RA,0.0515
C0003635,STAT4,0.0498
C0003635,IL2RB,0.0449
C0003635,FAS,0.0358
C0003635,PTPN2,0.0338
C0003635,TYROBP,0.0328
C0003635,C9orf72,0.0304666666666666
C0003706,FBN1,0.1485
C0003706,TBX1,0.0939
C0003706,RREB1,0.0927
C0003706,ARVCF,0.0807
C0003706,SEC24C,0.0768
C0003706,GP1BB,0.0762
C0003706,COMT,0.074
C0003706,UFD1L,0.0735
C0003706,HIRA,0.0723
C0003706,JMJD1C,0.0369777777777777
C0003706,PLOD1,0.0333
C0003706,MED12,0.0262
C0003706,COL1A1,0.0247222222222222
C0003706,ZDHHC9,0.0241
C0003706,COL1A2,0.0239555555555555
C0003742,APOB,0.4693
C0003742,LDLR,0.29
C0003742,LDLRAP1,0.260675
C0003742,TTPA,0.158725
C0003742,APOE,0.1371
C0003742,CYP27A1,0.121825
C0003742,LMNA,0.090525
C0003742,KERA,0.0399
C0003742,CYP7A1,0.03825
C0003742,PCSK9,0.033675
C0003742,ALDH18A1,0.0328
C0003742,SMPD1,0.022125
C0003742,FBLN5,0.0208333333333333
C0003742,LCAT,0.0206
C0003742,WRN,0.0185666666666666
C0003803,FGFR2,0.1551
C0003803,FGF10,0.0982714285714285
C0003803,VANGL1,0.0727166666666666
C0003803,FGFR1,0.0656
C0003803,RAB23,0.0494571428571428
C0003803,TWIST1,0.0387
C0003803,NOTCH3,0.03535
C0003803,FGFR3,0.035
C0003803,PTH1R,0.0307
C0003803,MEGF8,0.0284857142857142
C0003803,NPR2,0.0237
C0003803,ERF,0.022
C0003803,MMP2,0.0216
C0003803,RECQL4,0.0206571428571428
C0003803,MASP1,0.0169571428571428
C0003811,ND1,0.1818
C0003811,ND4,0.1339
C0003811,CYTB,0.1335
C0003811,SCN5A,0.1283
C0003811,ND5,0.1166
C0003811,COX3,0.0977
C0003811,ATP6,0.0922
C0003811,ND6,0.0911
C0003811,TRPM4,0.0898
C0003811,HBN1,0.08568
C0003811,ND4L,0.0855
C0003811,ND2,0.0697
C0003811,TRNL1,0.0615
C0003811,COX1,0.0577899999999999
C0003811,SCN1B,0.0557
C0003838,PLAT,0.3148
C0003838,PLAU,0.1219
C0003838,F2,0.08175
C0003838,TIRAP,0.0587
C0003838,C3,0.0558
C0003838,SERPIND1,0.04965
C0003838,BCHE,0.049
C0003838,F5,0.0458999999999999
C0003838,SOD2,0.0392
C0003838,SERPINC1,0.036
C0003838,PROS1,0.0352
C0003838,CXCL8,0.0348
C0003838,GPR17,0.0343
C0003838,VWF,0.03385
C0003838,PAPPA,0.0332
C0003850,ERCC3,0.1816
C0003850,ERCC2,0.1566
C0003850,ERCC5,0.1552
C0003850,ERCC6,0.0596571428571428
C0003850,ERCC4,0.0484
C0003850,XPC,0.0468857142857142
C0003850,HAMP,0.0452
C0003850,DDB2,0.0336428571428571
C0003850,XPA,0.0291285714285714
C0003850,ERCC1,0.0275857142857142
C0003850,PMVK,0.0226
C0003850,SNCA,0.0226
C0003850,LIPA,0.0213
C0003850,TTPA,0.0203999999999999
C0003850,SMARCAL1,0.0202
C0003857,PIK3CA,0.1328
C0003857,AKT1,0.093
C0003857,PTEN,0.0586
C0003857,AGA,0.0429
C0003857,STK11,0.0370666666666666
C0003857,PROS1,0.03535
C0003857,SDHC,0.0336333333333333
C0003857,SEC23B,0.0294666666666666
C0003857,SDHD,0.0285666666666666
C0003857,AIP,0.0264
C0003857,SDHB,0.0258499999999999
C0003857,STAT1,0.0254
C0003857,MYOC,0.0254
C0003857,NRAS,0.0222666666666666
C0003857,BRCA1,0.0208
C0003860,PROS1,0.2539
C0003860,F2,0.15735
C0003860,THBD,0.12605
C0003860,CHCHD10,0.0899
C0003860,SERPIND1,0.08155
C0003860,SERPINC1,0.06955
C0003860,DPM1,0.0576
C0003860,F5,0.054
C0003860,AHR,0.0476
C0003860,LMNA,0.0434
C0003860,DAB2IP,0.0422
C0003860,PLAT,0.03775
C0003860,TNFRSF1A,0.0365
C0003860,ARHGAP9,0.0323
C0003860,PEPD,0.0315
C0003862,PTPN22,0.2937
C0003862,STAT4,0.1529
C0003862,FAS,0.1176
C0003862,IL2RB,0.0713
C0003862,CTLA4,0.069
C0003862,IL10,0.0682
C0003862,HLA-DPB1,0.0654
C0003862,PRTN3,0.065
C0003862,TYK2,0.0639
C0003862,IL2RA,0.0636
C0003862,TNFRSF1A,0.0626
C0003862,PTPN2,0.0572
C0003862,CD247,0.0528
C0003862,IL12A,0.0512
C0003862,MEFV,0.0508
C0003864,MEFV,0.0891
C0003864,STAT4,0.0879
C0003864,C4A,0.0809
C0003864,KLRC4,0.0776
C0003864,HLA-B,0.075
C0003864,TLR4,0.0713
C0003864,FAS,0.0701
C0003864,IL10,0.0638
C0003864,IL12A,0.0623
C0003864,ERAP1,0.0616
C0003864,CCR1,0.058
C0003864,TPSAB1,0.0538
C0003864,PTPN22,0.0363
C0003864,IGHM,0.0346
C0003864,CTLA4,0.03134
C0003868,SLC37A4,0.0882
C0003868,SLC2A9,0.0485
C0003868,G6PC,0.0349
C0003868,PCSK1,0.02785
C0003868,PUJO,0.02636
C0003868,RPGRIP1L,0.0261166666666666
C0003868,MUC1,0.0244
C0003868,ALDOB,0.0224714285714285
C0003868,ITGA3,0.0217142857142857
C0003868,LPL,0.0194666666666666
C0003868,CAV3,0.0192666666666666
C0003868,SLC12A3,0.0188
C0003868,CLCNKA,0.0186714285714285
C0003868,IKBKAP,0.0185
C0003868,APOC2,0.016125
C0003869,PNP,0.1224
C0003869,PLCG2,0.1184
C0003869,TSC2,0.1039
C0003869,IL10,0.0757
C0003869,IL1B,0.0743
C0003869,IL6,0.0741
C0003869,IFNA2,0.0682
C0003869,MPO,0.0676
C0003869,IL2,0.0664
C0003869,CSF2,0.0639
C0003869,UNG,0.06
C0003869,TRPM2,0.0599
C0003869,CSF3,0.0586
C0003869,ELF4,0.0584
C0003869,CYLD,0.0559
C0003872,IL6,0.0822428571428571
C0003872,IL1B,0.0545714285714285
C0003872,TNFRSF1A,0.0505571428571428
C0003872,CCL5,0.0447
C0003872,BMPER,0.04325
C0003872,CYLD,0.0427
C0003872,HLA-B,0.0419428571428571
C0003872,NOTCH3,0.0417
C0003872,TLR2,0.036625
C0003872,IFNG,0.0332857142857142
C0003872,IL10,0.0325142857142857
C0003872,IL12B,0.0317
C0003872,IL23R,0.0316857142857142
C0003872,IL1A,0.03112
C0003872,IL17RA,0.02825
C0003873,IL6,0.1012
C0003873,IL2RA,0.0825
C0003873,CXCL8,0.0652
C0003873,HLA-DRB1,0.0607
C0003873,FAS,0.06017
